CVE-ID,MITRE Assign Date,CVE Description,OG Label,New Label
cve-2015-0285,2014-11-18,the ssl3_client_hello function s3_clnt.c openssl 1.2 1.2a ensur prng seed proceed handshak make easier remot attack defeat cryptograph protect mechan snif network conduct brute-forc attack,f,f
cve-2015-0291,2014-11-18,the sigalg implement t1_lib.c openssl 1.2 1.2a allow remot attack caus denial servic null pointer derefer daemon crash use invalid signature_algorithm extens clienthello messag renegoti,f,f
cve-2015-0206,2014-11-18,memori leak dtls1_buffer_record function d1_pkt.c openssl 1 1.0p 1.1 1.1k allow remot attack caus denial servic memori consumpt send mani duplic record next epoch lead failur replay detect,f,f
cve-2015-0205,2014-11-18,the ssl3_get_cert_verifi function s3_srvr.c openssl 1 1.0p 1.1 1.1k accept client authent diffie-hellman DH certif without requir certificateverifi messag allow remot attack obtain access without knowledg privat key via craft tl handshak protocol traffic server recogn certif author DH support,f,f
cve-2015-0204,2014-11-18,the ssl3_get_key_exchang function s3_clnt.c openssl 0.9.8zd 1 1.0p 1.1 1.1k allow remot ssl server conduct rsa-to-export_rsa downgrad attack facilit brute-forc decrypt offer weak ephemer rsa key noncompli role relat `` freak '' issu note scope cve client code base openssl export_rsa issu associ server tl implement,f,f
cve-2015-0201,2014-11-18,the java sockj client pivot spring framework 4.1.x 4.1.5 gener predict session id allow remot attack send messag session via unspecifi vector,f,f
cve-2015-0271,2014-11-18,the log-view function red hat redhat-access-plugin 6.0.3 openstack dashboard horizon allow remot attack read arbitrari file via craft path,f,f
cve-2015-0259,2014-11-18,openstack comput nova 2014.1.4 2014.2.x 2014.2.3 kilo kilo-3 valid origin websocket request allow remot attack hijack authent user access consol via craft webpag,f,f
cve-2015-0254,2014-11-18,apach standard taglib 1.2.3 allow remot attack execut arbitrari code conduct extern xml entiti xxe attack via craft xslt extens 1 x pars 2 x transform jstl xml tag,f,f
cve-2015-0225,2014-11-18,the default configur apach cassandra 1.2.0 1.2.19 2.0 2.0.13 2.1 2.1.3 bind unauthent jmx/rmi interfac network interfac allow remot attack execut arbitrari java code via rmi request,f,f
cve-2015-0132,2014-11-18,the xml parser ibm ration door next gener 4.x 4.0.7 ifix3 5.x 5.0.2 ration requir compos 2.x 3.x 3.0.1.6 ifix5 4.x 4.0.7 ifix3 properli detect recurs entiti expans allow remot attack caus denial servic memori consumpt via craft xml document contain larg number nest entiti refer similar issu cve-2003-1564,f,f
cve-2015-0119,2014-11-18,fastback mount ibm tivoli storag manag fastback 6.1.x 6.1.11.1 allow remot attack execut arbitrari code connect mount port,f,f
cve-2015-0146,2014-11-18,ibm content collector email 3.0 3.0.6-ibm-icc-server-if001 4.0 4.0.3-ibm-icc-server-if001 properli handl unspecifi queri oper search ibm filenet P8 system ibm content search servic allow local user bypass intend document-access restrict obtain sensit inform via craft search queri,f,f
cve-2015-0143,2014-11-18,ibm openpag grc platform 6.2 if7 6.2.1 6.2.1.1 if5 7.0 fp4 7.1 fp1 allow remot authent user obtain sensit inform read error messag,f,f
cve-2015-0141,2014-11-18,ibm openpag grc platform 6.2 if7 6.2.1 6.2.1.1 if5 7.0 fp4 7.1 fp1 allow remot authent user modifi arbitrari user filter via json request,f,f
cve-2015-0527,2014-12-17,emc documentum xceler manag system xm 1.1 p14 store cleartext window servic credenti batch file documentum platform xceler composit platform xcp provis allow local user obtain sensit inform read file,f,f
cve-2015-0532,2014-12-17,emc rsa ident manag govern img 6.9 p04 6.9.1 p01 properli restrict password reset allow remot attack obtain access via craft use reset process arbitrari valid account name demonstr privileg account,f,f
cve-2015-0518,2014-12-17,the properti servic d2f web-servic compon emc documentum D2 3.1 sp1 4.0 4.1 4.1 p22 4.2 p11 allow remot authent user obtain superus privileg via unspecifi method call modifi group permiss,f,f
cve-2015-0517,2014-12-17,the d2-api compon emc documentum D2 3.1 sp1 4.0 4.1 4.1 p22 4.2 p11 place md5 hash encrypt passphras log file allow remot authent user obtain sensit inform read file,f,f
cve-2015-0538,2014-12-17,ftagent.ex emc autostart 5.4.x 5.5.x 5.5.0.508 hf4 allow remot attack execut arbitrari command via craft packet,f,f
cve-2015-0510,2014-12-17,unspecifi vulner oracl commerc platform compon oracl commerc platform 9.4 10.0 10.2 allow remot attack affect integr via vector relat dynamo applic framework html admin user interfac,f,f
cve-2015-0529,2014-12-17,emc powerpath virtual applianc aka vapp 2.0 default password 1 emcupd 2 svcuser account make easier remot attack obtain potenti sensit inform via login session,f,f
cve-2015-0523,2014-12-17,emc rsa certif manag rcm 6.9 build 558 rsa registr manag rrm 6.9 build 558 allow remot attack caus administr server denial servic via invalid mime e-mail messag multipart/ content-typ header,f,f
cve-2015-0528,2014-12-17,the rpc daemon emc isilon onef 6.5.x 7.0.x 7.0.2.13 7.1 7.1.6 7.1.1 7.1.1.2 7.2.0 7.2.0.1 allow local user gain privileg leverag abil modifi system file,f,f
cve-2015-0489,2014-12-17,unspecifi vulner applic manag pack oracl e-busi suit compon oracl e-busi suit amp 121030 121020 allow local user affect confidenti via vector relat eb plugin,f,f
cve-2015-0451,2014-12-17,unspecifi vulner oracl opensso compon oracl fusion middlewar 3.0-04 allow remot authent user affect confidenti via vector relat opensso web agent,f,f
cve-2015-0361,2014-12-17,use-after-fre vulner xen 4.2.x 4.3.x 4.4.x allow remot domain caus denial servic system crash via craft hypercal hvm guest teardown,f,f
cve-2015-0546,2014-12-17,emc unifi infrastructur manager/provis uim/p 4.1 allow remot attack bypass ldap authent provid valid account name,f,f
cve-2015-0550,2014-12-17,directori travers vulner emc documentum thumbnail server 6.7sp1 p32 6.7sp2 p25 7.0 p19 7.1 p16 7.2 p01 allow remot attack bypass intend content server access restrict via unspecifi vector,f,f
cve-2015-0424,2014-12-17,unspecifi vulner integr light out manag ilom compon oracl sun system product suit ilom prior 3.2.4 allow remot authent user affect confidenti integr avail via vector relat ipmi,f,f
cve-2015-0414,2014-12-17,unspecifi vulner oracl soa suit compon oracl fusion middlewar 11.1.1.7 12.1.3.0 allow remot authent user affect confidenti via unknown vector relat fabric layer,f,f
cve-2015-0398,2014-12-17,unspecifi vulner siebel life scienc compon oracl siebel crm 8.1.1 8.2.2 allow remot authent user affect confidenti via unknown vector relat clinic trip report,f,f
cve-2015-0389,2014-12-17,unspecifi vulner oracl opensso compon oracl fusion middlewar 8.0 updat 2 patch 5 allow remot authent user affect integr via vector relat saml differ vulner cve-2014-6592,f,f
cve-2015-0384,2014-12-17,unspecifi vulner siebel public sector compon oracl siebel crm 8.1.1 8.2.2 allow remot authent user affect integr via unknown vector relat public sector portal,f,f
cve-2015-0541,2014-12-17,cross-sit request forgeri csrf vulner emc rsa web threat detect 5.1 allow remot attack hijack authent arbitrari user,f,f
cve-2015-0386,2014-12-17,unspecifi vulner oracl http server compon oracl fusion middlewar 11.1.1.7.0 12.1.2.0 12.1.3.0 allow remot attack affect avail via unknown vector relat web listen differ vulner cve-2013-0338 cve-2013-2877 cve-2014-0191,f,f
cve-2015-0544,2014-12-17,emc secur remot servic virtual edit esr VE 3.x 3.06 properli gener random valu session cooki make easier remot attack hijack session predict valu,f,f
cve-2015-0397,2014-12-17,unspecifi vulner oracl sun solari 11 allow local user affect avail via unknown vector relat file system differ vulner cve-2014-6570 cve-2014-6600,f,f
cve-2015-0515,2014-12-17,unrestrict file upload vulner emc M R aka watch4net 6.5u1 vipr srm 3.6.1 allow remot authent user execut arbitrari code upload access execut file,f,f
cve-2015-0535,2014-12-17,emc rsa bsafe micro edit suit me 4.0.x 4.0.8 4.1.x 4.1.3 rsa bsafe ssl-c 2.8.9 earlier properli restrict tl state transit make easier remot attack conduct cipher-downgrad attack export_rsa cipher via craft tl traffic relat `` freak '' issu similar issu cve-2015-0204,f,f
cve-2015-0542,2014-12-17,multipl cross-sit request forgeri csrf vulner emc rsa archer grc 5.5 sp1 P3 allow remot attack hijack authent arbitrari user,f,f
cve-2015-0393,2014-12-17,unspecifi vulner oracl applic dba compon oracl e-busi suit 11.5.10.2 12.0.6 12.1.3 12.2.2 12.2.3 12.2.4 allow remot authent user affect confidenti integr avail via unknown vector relat DB privileg note previou inform januari 2015 cpu oracl comment research 's claim public role grant index privileg dual tabl `` seed instal '' allow remot authent user gain sysdba privileg execut arbitrari code,f,f
cve-2015-0514,2014-12-17,emc M R aka watch4net 6.5u1 vipr srm 3.6.1 might allow remot attack obtain cleartext data-cent discoveri credenti leverag certain srm access conduct decrypt attack,f,t
cve-2015-0380,2014-12-17,unspecifi vulner oracl telecommun bill integr compon oracl e-busi suit 11.5.10.2 12.0.4 12.0.5 12.0.6 12.1.1 12.1.2 12.1.3 12.2.2 12.2.3 12.2.4 allow remot attack affect integr via unknown vector relat OA base UI bill summari,f,f
cve-2015-0390,2014-12-17,unspecifi vulner micro retail compon oracl retail applic xstore 3.2.1 3.4.2 3.5.0 4.0.1 4.5.1 4.8.0 5.0.3 5.5.3 6.0.6 6.5.2 allow remot attack affect confidenti integr avail via unknown vector relat xstore point sale,f,f
cve-2015-0540,2014-12-17,sql inject vulner xadmin interfac emc document scienc xpression 4.2 p44 4.5 sp1 p03 allow remot authent user execut arbitrari sql command via unspecifi vector,f,f
cve-2015-0516,2014-12-17,directori travers vulner emc M R aka watch4net 6.5u1 vipr srm 3.6.1 allow remot authent user read arbitrari file via craft url,f,t
cve-2015-0552,2015-01-05,directori travers vulner gcab_folder_extract function libgcab/gcab-folder.c gcab 0.4 allow remot attack write arbitrari file via craft path cab file demonstr `` \tmp\moo '',f,f
cve-2015-0556,2015-01-05,open-sourc arj archiv 3.10.22 allow remot attack conduct directori travers attack via symlink attack arj archiv,f,f
cve-2015-0554,2015-01-05,the adb formerli pirelli broadband solut p.dga4001n router firmwar pdg_tef_sp_4.06l.6 properli restrict access web interfac allow remot attack obtain sensit inform caus denial servic devic restart demonstr direct request 1 wlsecurity.html 2 resetrouter.html,f,t
cve-2015-0557,2015-01-05,open-sourc arj archiv 3.10.22 properli remov lead slash path allow remot attack conduct absolut path travers attack write arbitrari file via multipl lead slash path arj archiv,f,f
cve-2015-0564,2015-01-06,buffer underflow ssl_decrypt_record function epan/dissectors/packet-ssl-utils.c wireshark 1.10.x 1.10.12 1.12.x 1.12.3 allow remot attack caus denial servic applic crash via craft packet improperli handl decrypt ssl session,f,f
cve-2015-0561,2015-01-06,asn1/lpp/lpp.cnf lpp dissector wireshark 1.10.x 1.10.12 1.12.x 1.12.3 valid certain index valu allow remot attack caus denial servic out-of-bound memori access applic crash via craft packet,f,f
cve-2015-0778,2015-01-07,osc 0.151.0 allow remot attack execut arbitrari command via shell metacharact _servic file,f,f
cve-2015-0818,2015-01-07,mozilla firefox 36.0.4 firefox esr 31.x 31.5.3 seamonkey 2.33.1 allow remot attack bypass same origin polici execut arbitrari javascript code chrome privileg via vector involv svg hash navig,f,f
cve-2015-0863,2015-01-07,galaxi app aka samsung app samsung updat com.sec.android.app.samsungapp 14120405.03.012 allow man-in-the-middl attack obtain sensit inform execut arbitrari code,f,f
cve-2015-0687,2015-01-07,the snmp implement cisco io 15.1 2 sg4 catalyst 4500 devic single-switch virtual switch system vss configur allow remot authent user caus denial servic devic crash perform snmp poll aka bug ID cscuq04574,f,f
cve-2015-0817,2015-01-07,the asm.j implement mozilla firefox 36.0.3 firefox esr 31.x 31.5.2 seamonkey 2.33.1 properli determin case bound check may safe skip jit compil heap access allow remot attack read write unintend memori locat consequ execut arbitrari code via craft javascript,f,f
cve-2015-0777,2015-01-07,drivers/xen/usbback/usbback.c linux-2.6.18-xen-3.4.0 aka xen 3.4.x support patch linux kernel 2.6.18 use linux kernel 2.6.x 3.x suse linux distribut allow guest OS user obtain sensit inform uniniti locat host OS kernel memori via unspecifi vector,f,f
cve-2015-0582,2015-01-07,the high avail HA subsystem cisco nx-o md 9000 devic allow remot attack caus denial servic via craft traffic aka bug ID cscuo09129,f,f
cve-2015-0807,2015-01-07,the navigator.sendbeacon implement mozilla firefox 37.0 firefox esr 31.x 31.6 thunderbird 31.6 process http 30x statu code redirect preflight request occur allow remot attack bypass intend cor access-control check conduct cross-sit request forgeri csrf attack via craft web site similar issu cve-2014-8638,f,f
cve-2015-0855,2015-01-07,the _medialibraryplaycb function mainwindow.pi pitivi 0.95 allow attack execut arbitrari code via shell metacharact file path,f,f
cve-2015-0864,2015-01-07,samsung account aka com.osp.app.signin 1.6.0069 2.x 2.1.0069 allow man-in-the-middl attack obtain sensit inform execut arbitrari code,f,f
cve-2015-0682,2015-01-07,cisco unifi commun domain manag 8.1 4 allow remot authent user execut arbitrari code visit `` deprec page '' aka bug ID cscup90168,f,f
cve-2015-0812,2015-01-07,mozilla firefox 37.0 requir http session lightweight theme add-on instal allow man-in-the-middl attack bypass intend user-confirm requir deploy craft web site conduct dn spoof attack mozilla.org subdomain,f,f
cve-2015-0838,2015-01-07,buffer overflow C implement apply_delta function _pack.c dulwich 0.9.9 allow remot attack execut arbitrari code via craft pack file,f,f
cve-2015-0640,2015-01-07,the high-spe log hsl featur cisco io XE 2.x 3.x 3.10.4 3.11 3.11.3 3.12 3.12.1 3.13 3.13.0 3.14 3.14.0 3.15 3.15.0 allow remot attack caus denial servic devic reload via larg IP packet requir nat hsl process fragment aka bug ID cscuo25741,f,f
cve-2015-0673,2015-01-07,cisco mobil servic engin mse 8.0 110.0 allow remot authent user discov password arbitrari user 1 read log file 2 use unspecifi gui featur aka bug ID cscut24792,f,f
cve-2015-0794,2015-01-07,modules.d/90crypt/module-setup.sh dracut packag 037-17.30.1 opensus 13.2 allow local user unspecifi impact via symlink attack /tmp/dracut_block_uuid.map,f,f
cve-2015-0857,2015-01-07,cool project tardiff allow remot attack execut arbitrari command via shell metacharact name 1 tar file 2 file within tar file,f,f
cve-2015-0810,2015-01-07,mozilla firefox 37.0 OS X ensur cursor visibl allow remot attack conduct clickjack attack via flash object conjunct div element associ layer present craft javascript code interact img element,f,f
cve-2015-0800,2015-01-07,the prng implement dn resolv mozilla firefox aka fennec 37.0 android properli gener random number queri ID valu udp sourc port make easier remot attack spoof dn respons guess number relat issu cve-2012-2808,f,f
